family villa	2019	famliy villa	3	2016	3	2019	1016064.0	0.2	0	0.8333	1.0	true
jack beach	3	jaco beach	1	2	1	3	1.0	0.1	0	0.9	0.8888888888888888	false
dbls feature	3	sgls feature	1	2	1	3	1.0	0.2	0	0.8333	0.7777777777777778	false
free car	95	free sad	1	94	1	95	2209.0	0.2	0	0.75	0.7777777777777778	false
ree wireless	4	fee wireless	1	3	1	4	2.25	0.1	0	0.9167	0.8888888888888888	false
the tan	2	the fam	1	1	1	2	0.25	0.2	0	0.7143	0.8888888888888888	false
ree wired	2	fee wired	1	1	1	2	0.25	0.1	0	0.8889	0.8888888888888888	false
the sage	3	the sand	6	3	3	6	2.25	0.2	0	0.75	0.7777777777777778	true
room coff	5	room soft	1	4	1	5	4.0	0.2	0	0.7778	0.7777777777777778	false
premium mobility	159	premuim mobility	1	158	1	159	6241.0	0.2	0	0.875	1.0	false
vida villa	4	view villa	4593	4589	4	4593	5264730.25	0.2	0	0.8	0.8888888888888888	true
bunting room	2	hunting room	3	1	2	3	0.25	0.1	0	0.9167	0.8888888888888888	true
with off	2	with ott	3	1	2	3	0.25	0.2	0	0.75	0.8888888888888888	true
premium gdn	6	premium ten	1	5	1	6	6.25	0.2	0	0.8182	0.6666666666666667	false
room sda	2	room ada	23	21	2	23	110.25	0.1	0	0.875	0.8888888888888888	true
suite wtc	2	suite std	10	8	2	10	16.0	0.2	0	0.7778	0.7777777777777778	true
irons bds	4	irons brd	1	3	1	4	2.25	0.2	0	0.7778	0.7777777777777778	false
advancre purchase	12	advanced purchase	12813	12801	12	12813	4.096640025E7	0.2	0	0.8824	1.0	true
swiming poll	2	swiming pool	5	3	2	5	2.25	0.1	0	0.9167	1.0	true
zensation room	7	sensation room	15	8	7	15	16.0	0.1	0	0.9286	0.8888888888888888	true
use comfort	386	use confort	1	385	1	386	37056.25	0.1	0	0.9091	1.0	false
the tan	2	the fab	1	1	1	2	0.25	0.2	0	0.7143	0.7777777777777778	false
executive hot	257	executive not	3	254	3	257	16129.0	0.1	0	0.9231	0.8888888888888888	true
villa rice	26	villa dive	2	24	2	26	144.0	0.2	0	0.8	0.7777777777777778	true
offer week	4	offre week	95	91	4	95	2070.25	0.2	0	0.8	1.0	true
mogador suite	3	mirador suite	4	1	3	4	0.25	0.2	0	0.8462	0.8888888888888888	true
residence doub	4	residence club	119	115	4	119	3306.25	0.2	0	0.8571	0.6666666666666667	true
soul standard	2	soho standard	1	1	1	2	0.25	0.2	0	0.8462	0.8888888888888888	false
night min	2093	night non	44	2049	44	2093	1049600.25	0.2	0	0.7778	0.8888888888888888	true
baan kiang	13	baan klang	4	9	4	13	20.25	0.1	0	0.9	0.7777777777777778	true
queen budget	6	queen buffet	1	5	1	6	6.25	0.2	0	0.8333	0.6666666666666667	false
breakfast buf	2	breakfast big	2	0	2	2	0.0	0.2	0	0.8462	0.8888888888888888	true
bds and	4	bed and	93075	93071	4	93075	2.16555276025E9	0.2	0	0.7143	0.8888888888888888	true
advance non	22	advance min	4	18	4	22	81.0	0.2	0	0.8182	0.8888888888888888	true
facing bed	6	facing new	1	5	1	6	6.25	0.2	0	0.8	0.7777777777777778	false
with beds	52	with fees	1	51	1	52	650.25	0.2	0	0.7778	0.6666666666666667	false
hat suite	2	hwr suite	1	1	1	2	0.25	0.2	0	0.7778	0.8888888888888888	false
hairdryer spk	3	hairdryer clk	1	2	1	3	1.0	0.2	0	0.8462	0.7777777777777778	false
neo classic	6	nsk classic	66	60	6	66	900.0	0.2	0	0.8182	0.7777777777777778	true
davis room	4	david room	2	2	2	4	1.0	0.1	0	0.9	0.8888888888888888	true
citw view	3	cite view	1	2	1	3	1.0	0.1	0	0.8889	1.0	false
executive twn	13	executive fan	1	12	1	13	36.0	0.2	0	0.8462	0.8888888888888888	false
wih view	2	sig view	1	1	1	2	0.25	0.2	0	0.75	0.7777777777777778	false
suite dou	2	suite clu	1	1	1	2	0.25	0.2	0	0.7778	0.7777777777777778	false
transfer min	5	transfer non	25	20	5	25	100.0	0.2	0	0.8333	0.8888888888888888	true
room wih	4	room din	1	3	1	4	2.25	0.2	0	0.75	0.7777777777777778	false
room inn	2	room lbn	1	1	1	2	0.25	0.2	0	0.75	0.6666666666666667	false
free car	95	free sat	1	94	1	95	2209.0	0.2	0	0.75	0.7777777777777778	false
nest cabin	2	next cabin	1	1	1	2	0.25	0.1	0	0.9	1.0	false
bed and	93075	bed amd	1	93074	1	93075	2.165692369E9	0.1	0	0.8571	1.0	false
sala villa	62	wapa villa	2	60	2	62	900.0	0.2	0	0.8	0.7777777777777778	true
year hot	2	head hot	1	1	1	2	0.25	0.2	0	0.75	0.7777777777777778	false
good room	12	glod room	1	11	1	12	30.25	0.1	0	0.8889	0.7777777777777778	false
new dormitory	2	bed dormitory	13471	13469	2	13471	4.535349025E7	0.2	0	0.8462	0.7777777777777778	true
hearing acces	1015	hearing accss	14	1001	14	1015	250500.25	0.1	0	0.9231	1.0	true
yvrh holiday	3	yveh holiday	1	2	1	3	1.0	0.1	0	0.9167	0.8888888888888888	false
room lodge	44	room lorne	1	43	1	44	462.25	0.2	0	0.8	0.7777777777777778	false
dble bds	12	dble bed	66	54	12	66	729.0	0.2	0	0.75	0.8888888888888888	true
boyd room	4	boys room	1	3	1	4	2.25	0.1	0	0.8889	0.8888888888888888	false
night new	8	night bed	8	0	8	8	0.0	0.2	0	0.7778	0.7777777777777778	true
deluxe corner	3040	deluxe cormer	1	3039	1	3040	2308880.25	0.1	0	0.9231	1.0	false
double wet	3	double set	1	2	1	3	1.0	0.1	0	0.9	0.8888888888888888	false
escape save	8	escape cave	1	7	1	8	12.25	0.1	0	0.9091	0.8888888888888888	false
room fan	227	room can	4	223	4	227	12432.25	0.1	0	0.875	0.8888888888888888	true
deluxe free	130	deluxe tree	39	91	39	130	2070.25	0.1	0	0.9091	0.8888888888888888	true
inn luxury	2	kng luxury	11	9	2	11	20.25	0.2	0	0.8	0.7777777777777778	true
room mov	2	room mic	1	1	1	2	0.25	0.2	0	0.75	0.8888888888888888	false
family room	138125	famliy room	25	138100	25	138125	4.7679025E9	0.2	0	0.8182	1.0	true
kiwi cabin	2	kosi cabin	1	1	1	2	0.25	0.2	0	0.8	0.8888888888888888	false
with fir	2	with eid	1	1	1	2	0.25	0.2	0	0.75	0.7777777777777778	false
studio hear	60	studio near	1	59	1	60	870.25	0.1	0	0.9091	0.8888888888888888	false
tub mob	18	tub min	3	15	3	18	56.25	0.2	0	0.7143	0.8888888888888888	true
tub double	137	fun double	1	136	1	137	4624.0	0.2	0	0.8	0.7777777777777778	false
king golf	90	king good	1	89	1	90	1980.25	0.2	0	0.7778	0.7777777777777778	false
view home	39	view time	1	38	1	39	361.0	0.2	0	0.7778	0.8888888888888888	false
conf non	4	conv non	1	3	1	4	2.25	0.1	0	0.875	1.0	false
akl tac	3	all tax	1	2	1	3	1.0	0.2	0	0.7143	0.7777777777777778	false
suite frl	3	suite del	17	14	3	17	49.0	0.2	0	0.7778	0.6666666666666667	true
jin room	5	hin room	14	9	5	14	20.25	0.1	0	0.875	0.8888888888888888	true
wolf suite	4	wood suite	4	0	4	4	0.0	0.2	0	0.8	0.7777777777777778	true
traditional confort	5	traditional comfort	51	46	5	51	529.0	0.1	0	0.9474	1.0	true
hall superior	2	bali superior	4	2	2	4	1.0	0.2	0	0.8462	0.8888888888888888	true
king showr	11	minb showr	1	10	1	11	25.0	0.2	0	0.8	0.7777777777777778	false
room nye	11	room myr	5	6	5	11	9.0	0.2	0	0.75	0.7777777777777778	true
tree air	3	free wir	23	20	3	23	100.0	0.2	0	0.75	0.7777777777777778	true
mixes dormitory	4	mixed dormitiry	1	3	1	4	2.25	0.2	0	0.8667	0.8888888888888888	false
new marina	2	bed marina	157	155	2	157	6006.25	0.2	0	0.8	0.7777777777777778	true
safe min	3	sats min	1	2	1	3	1.0	0.2	0	0.75	0.7777777777777778	false
boy room	3	not room	5	2	3	5	1.0	0.2	0	0.75	0.7777777777777778	true
king golf	90	king roof	23	67	23	90	1122.25	0.2	0	0.7778	0.6666666666666667	true
access acc	8	access adv	124	116	8	124	3364.0	0.2	0	0.8	0.7777777777777778	true
hip garden	3	top garden	10	7	3	10	12.25	0.2	0	0.8	0.8888888888888888	true
ste nosm	213	shw nosm	2	211	2	213	11130.25	0.2	0	0.75	0.8888888888888888	true
best double	7	bear double	1	6	1	7	9.0	0.2	0	0.8182	0.7777777777777778	false
superior summer	86	superior zimmer	3	83	3	86	1722.25	0.2	0	0.8667	0.8888888888888888	true
free double	85	tree double	3	82	3	85	1681.0	0.1	0	0.9091	0.8888888888888888	true
suite pagoda	2	suite panora	2	0	2	2	0.0	0.2	0	0.8333	0.7777777777777778	true
king creek	18	long creek	1	17	1	18	72.25	0.2	0	0.8	0.8888888888888888	false
ing sofa	2	int sofa	1	1	1	2	0.25	0.1	0	0.875	0.8888888888888888	false
east studio	5	dash studio	20	15	5	20	56.25	0.2	0	0.8182	0.7777777777777778	true
prem room	12	oren room	2	10	2	12	25.0	0.2	0	0.7778	0.8888888888888888	true
air comditioning	2	air conditionong	1	1	1	2	0.25	0.2	0	0.875	1.0	false
malia ocean	54	kalia ocean	2	52	2	54	676.0	0.1	0	0.9091	0.8888888888888888	true
the boss	5	the gods	1	4	1	5	4.0	0.2	0	0.75	0.6666666666666667	false
pool hot	62	polo hot	1	61	1	62	930.25	0.2	0	0.75	1.0	false
superior mic	8	superior mid	1	7	1	8	12.25	0.1	0	0.9167	0.8888888888888888	false
continental ngk	2	continental nvk	1	1	1	2	0.25	0.1	0	0.9333	0.8888888888888888	false
bed web	5	bed den	3	2	3	5	1.0	0.2	0	0.7143	0.7777777777777778	true
executive cont	2	executive conf	1	1	1	2	0.25	0.1	0	0.9286	0.8888888888888888	false
dalu with	4	raku with	1	3	1	4	2.25	0.2	0	0.7778	0.7777777777777778	false
peolpe with	6	people with	967	961	6	967	230880.25	0.2	0	0.8182	0.7777777777777778	true
double old	69	double ope	2	67	2	69	1122.25	0.2	0	0.8	0.7777777777777778	true
double next	38	double best	422	384	38	422	36864.0	0.2	0	0.8182	0.8888888888888888	true
and see	3	and wre	1	2	1	3	1.0	0.2	0	0.7143	0.7777777777777778	false
ste ada	17	shw ada	1	16	1	17	64.0	0.2	0	0.7143	0.8888888888888888	false
mixed dorms	10	mixed dormd	1	9	1	10	20.25	0.1	0	0.9091	0.8888888888888888	false
dbl summer	4	sgl summer	7	3	4	7	2.25	0.2	0	0.8	0.7777777777777778	true
std nonsmoking	6	ste nonsmoking	742	736	6	742	135424.0	0.1	0	0.9286	0.8888888888888888	true
city bed	20	city vew	13	7	13	20	12.25	0.2	0	0.75	0.7777777777777778	true
wing extra	3	wiht extra	1	2	1	3	1.0	0.2	0	0.8	0.7777777777777778	false
whirlp ste	2	whirpl ste	2	0	2	2	0.0	0.2	0	0.8	0.7777777777777778	true
balcony share	2	balcony wharf	2	0	2	2	0.0	0.2	0	0.8462	0.7777777777777778	true
tree suite	22	free suite	22	0	22	22	0.0	0.1	0	0.9	0.8888888888888888	true
includes polo	4	includes pool	1	3	1	4	2.25	0.2	0	0.8462	1.0	false
continental nfd	15	continental nbd	1	14	1	15	49.0	0.1	0	0.9333	1.0	false
smok comp	43	snok comp	1	42	1	43	441.0	0.1	0	0.8889	1.0	false
brd free	2	bds free	1	1	1	2	0.25	0.2	0	0.75	0.7777777777777778	false
with ssh	3	with set	113	110	3	113	3025.0	0.2	0	0.75	0.8888888888888888	true
with min	31	with non	598	567	31	598	80372.25	0.2	0	0.75	0.8888888888888888	true
twr king	54	tsd king	8	46	8	54	529.0	0.2	0	0.75	0.7777777777777778	true
king yas	10	king gas	4	6	4	10	9.0	0.1	0	0.875	0.8888888888888888	true
william henty	3	william henry	1	2	1	3	1.0	0.1	0	0.9231	0.8888888888888888	false
cottage bed	12	cottage new	7	5	7	12	6.25	0.2	0	0.8182	0.7777777777777778	true
std ste	30	shw ste	18	12	18	30	36.0	0.2	0	0.7143	0.7777777777777778	true
double dsu	9	double day	8	1	8	9	0.25	0.2	0	0.8	0.8888888888888888	true
best for	4	bfst for	7	3	4	7	2.25	0.1	0	0.875	0.7777777777777778	true
nonsmoking hot	1140	nonsmoking not	87	1053	87	1140	277202.25	0.1	0	0.9286	0.8888888888888888	true
gloria suites	8	floris suites	8	0	8	8	0.0	0.2	0	0.8462	0.7777777777777778	true
room out	15	room pur	1	14	1	15	49.0	0.2	0	0.75	0.7777777777777778	false
room out	15	room put	119	104	15	119	2704.0	0.1	0	0.875	0.8888888888888888	true
river vie	13	river vue	2	11	2	13	30.25	0.1	0	0.8889	1.0	true
lune double	2	kube double	4	2	2	4	1.0	0.2	0	0.8182	0.7777777777777778	true
room twrx	3	room herx	4	1	3	4	0.25	0.2	0	0.7778	0.8888888888888888	true
internet npq	29	internet nlq	1	28	1	29	196.0	0.1	0	0.9167	0.8888888888888888	false
kid breakfast	2	mud breakfast	2	0	2	2	0.0	0.2	0	0.8462	0.8888888888888888	true
wifi dvd	3	wifi sbd	1	2	1	3	1.0	0.2	0	0.75	0.8888888888888888	false
rye bay	4	the bay	34	30	4	34	225.0	0.2	0	0.7143	0.8888888888888888	true
charge for	6	charge cot	1	5	1	6	6.25	0.2	0	0.8	0.7777777777777778	false
desk view	5	deco view	33	28	5	33	196.0	0.2	0	0.7778	0.8888888888888888	true
room oniy	18	room omly	1	17	1	18	72.25	0.2	0	0.7778	0.8888888888888888	false
comfort all	8	comfort qpl	4	4	4	8	4.0	0.2	0	0.8182	0.6666666666666667	true
eff hot	2	ebe hot	1	1	1	2	0.25	0.2	0	0.7143	1.0	false
hosn suite	33	goan suite	3	30	3	33	225.0	0.2	0	0.8	0.6666666666666667	true
sage executive	6	cave executive	3	3	3	6	2.25	0.2	0	0.8571	0.7777777777777778	true
alice room	7	slide room	1	6	1	7	9.0	0.2	0	0.8	0.7777777777777778	false
cana suite	2	cama suite	2	0	2	2	0.0	0.1	0	0.9	1.0	true
desk are	2	desk add	1	1	1	2	0.25	0.2	0	0.75	0.8888888888888888	false
tub std	9	tub wtr	4	5	4	9	6.25	0.2	0	0.7143	0.7777777777777778	true
bed nos	2	bed moa	1	1	1	2	0.25	0.2	0	0.7143	0.7777777777777778	false
chair nfq	3	chair ndq	1	2	1	3	1.0	0.1	0	0.8889	0.8888888888888888	false
desk ada	4	deck ada	1	3	1	4	2.25	0.1	0	0.875	1.0	false
nonsmoking top	102	nonsmoking rol	1	101	1	102	2550.25	0.2	0	0.8571	0.7777777777777778	false
westen room	2	westem room	2	0	2	2	0.0	0.1	0	0.9091	1.0	true
and wheelchair	17	qns wheelchair	1	16	1	17	64.0	0.2	0	0.8571	0.7777777777777778	false
room nye	11	room nhd	1	10	1	11	25.0	0.2	0	0.75	0.8888888888888888	false
bayu room	2	bath room	368	366	2	368	33489.0	0.2	0	0.7778	0.8888888888888888	true
lune suite	2	pyne suite	2	0	2	2	0.0	0.2	0	0.8	0.8888888888888888	true
free nvq	4	free bbq	6	2	4	6	1.0	0.2	0	0.75	0.6666666666666667	true
free sbq	2	free shq	2	0	2	2	0.0	0.1	0	0.875	0.7777777777777778	true
two bedder	2	two bedded	60	58	2	60	841.0	0.1	0	0.9	0.8888888888888888	true
promotion room	78	promotion roon	2	76	2	78	1444.0	0.1	0	0.9286	1.0	true
bath mob	8	bath non	239	231	8	239	13340.25	0.2	0	0.75	0.7777777777777778	true
asyl twin	3	azyl twin	1	2	1	3	1.0	0.1	0	0.8889	1.0	false
room nld	2	room npd	6	4	2	6	4.0	0.1	0	0.875	0.8888888888888888	true
xxl king	8	cal king	7	1	7	8	0.25	0.2	0	0.75	0.8888888888888888	true
the bathro	2	the bahtro	1	1	1	2	0.25	0.2	0	0.8	1.0	false
now non	6	mod non	1	5	1	6	6.25	0.2	0	0.7143	0.7777777777777778	false
smoking wth	2	smoking whb	1	1	1	2	0.25	0.2	0	0.8182	0.8888888888888888	false
queen neds	4	queen bedw	2	2	2	4	1.0	0.2	0	0.8	0.7777777777777778	true
bird honeymoon	2	bure honeymoon	1	1	1	2	0.25	0.2	0	0.8571	0.8888888888888888	false
bath king	12	bath long	1	11	1	12	30.25	0.2	0	0.7778	0.8888888888888888	false
queens bed	221	queens bds	1	220	1	221	12100.0	0.2	0	0.8	0.8888888888888888	false
room nld	2	room nos	2	0	2	2	0.0	0.2	0	0.75	0.7777777777777778	true
kea room	13	ida room	2	11	2	13	30.25	0.2	0	0.75	0.7777777777777778	true
deluxe family	12475	dekuxe family	1	12474	1	12475	3.8900169E7	0.1	0	0.9231	0.8888888888888888	false
bdr ste	131	bdr std	1	130	1	131	4225.0	0.1	0	0.8571	0.8888888888888888	false
executive suite	65067	executuve suite	1	65066	1	65067	1.058396089E9	0.1	0	0.9333	1.0	false
with bed	493	with vew	3	490	3	493	60025.0	0.2	0	0.75	0.7777777777777778	true
suite dream	19	white dream	1	18	1	19	81.0	0.2	0	0.8182	0.8888888888888888	false
refrigerator sfq	3	refrigerator seq	1	2	1	3	1.0	0.1	0	0.9375	0.7777777777777778	false
combo room	16	combi room	10	6	10	16	9.0	0.1	0	0.9	1.0	true
the log	8	the liv	1	7	1	8	12.25	0.2	0	0.7143	0.8888888888888888	false
queen neds	4	queen beds	408839	408835	4	408839	4.178651430625E10	0.1	0	0.9	0.8888888888888888	true
sofa max	3	sofa has	1	2	1	3	1.0	0.2	0	0.75	0.8888888888888888	false
shr hot	9	chg hot	9	0	9	9	0.0	0.2	0	0.7143	0.7777777777777778	true
qute with	5	sute with	6	1	5	6	0.25	0.1	0	0.8889	0.8888888888888888	true
