pool village	64	poll village	1	63	1	64	992.25	0.1	0	0.9167	1.0	false
ake view	1	air view	4	3	1	4	2.25	0.2	0	0.75	0.8888888888888888	false
single r	10	single g	392	382	10	392	36481.0	0.1	0	0.875	0.8888888888888888	true
e tower	1	s hower	29	28	1	29	196.0	0.2	0	0.7143	0.7777777777777778	false
single r	10	single d	1360	1350	10	1360	455625.0	0.1	0	0.875	0.8888888888888888	true
single r	10	single e	1061	1051	10	1061	276150.25	0.1	0	0.875	0.8888888888888888	true
of house	9870	of boise	1	9869	1	9870	2.434929025E7	0.2	0	0.75	0.8888888888888888	false
single r	10	single f	586	576	10	586	82944.0	0.1	0	0.875	0.8888888888888888	true
new building	714	bed building	27	687	27	714	117992.25	0.2	0	0.8333	0.7777777777777778	true
east building	147	each building	1	146	1	147	5329.0	0.2	0	0.8462	0.8888888888888888	false
i tower	75	l tower	26	49	26	75	600.25	0.1	0	0.8571	0.8888888888888888	true
mini suite	5144	nobu suite	36	5108	36	5144	6522916.0	0.4	0	0.6	0.7777777777777778	true
west style	2	arch style	1	1	1	2	0.25	0.4	0	0.6	0.6666666666666667	false
lake views	55	lake viewa	1	54	1	55	729.0	0.1	0	0.9	0.8888888888888888	false
garden view	81059	gadren view	2	81057	2	81059	1.64255931225E9	0.2	0	0.8182	0.7777777777777778	true
nile view	1711	hole view	11	1700	11	1711	722500.0	0.2	0	0.7778	0.8888888888888888	true
with balcony	36441	with balcomy	3	36438	3	36441	3.31931961E8	0.1	0	0.9167	1.0	true
golf view	4131	foor view	2	4129	2	4131	4262160.25	0.30000000000000004	0	0.6667	0.6666666666666667	true
nile view	1711	mile view	21	1690	21	1711	714025.0	0.1	0	0.8889	0.8888888888888888	true
with view	13267	with biwa	8	13259	8	13267	4.395027025E7	0.30000000000000004	0	0.6667	0.8888888888888888	true
ea view	1	fa view	1	0	1	1	0.0	0.1	0	0.8571	0.8888888888888888	false
non view	192	min view	2	190	2	192	9025.0	0.2	0	0.75	0.8888888888888888	true
goose room	2	bliss room	10	8	2	10	16.0	0.4	0	0.6	0.6666666666666667	true
japanese western	5086	japanese westerm	9	5077	9	5086	6443982.25	0.1	0	0.9375	1.0	true
sea view	163963	ses view	1	163962	1	163963	6.720884361E9	0.1	0	0.875	0.8888888888888888	false
se view	4	er view	1	3	1	4	2.25	0.2	0	0.7143	0.7777777777777778	false
with view	13267	with bose	2	13265	2	13267	4.399005625E7	0.4	0	0.5556	0.7777777777777778	true
sea view	163963	sea ciew	1	163962	1	163963	6.720884361E9	0.1	0	0.875	0.8888888888888888	false
east wing	1305	each wing	2	1303	2	1305	424452.25	0.2	0	0.7778	0.8888888888888888	true
nile view	1711	moor view	7	1704	7	1711	725904.0	0.4	0	0.5556	0.7777777777777778	true
or mountain	240	kg mountain	23	217	23	240	11772.25	0.2	0	0.8182	0.7777777777777778	true
ocean view	97162	ocean bure	35	97127	35	97162	2.35841353225E9	0.4	0	0.6	0.7777777777777778	true
no wind	4	no dogs	2	2	2	4	1.0	0.4	0	0.4286	0.6666666666666667	true
pool view	54957	pool fire	1	54956	1	54957	7.55040484E8	0.30000000000000004	0	0.6667	0.7777777777777778	false
poo view	1	ool view	1	0	1	1	0.0	0.2	0	0.75	0.7777777777777778	false
shared bathroom	42435	shared batheoom	3	42432	3	42435	4.50118656E8	0.1	0	0.9333	0.7777777777777778	true
go room	25	fl room	4	21	4	25	110.25	0.2	0	0.7143	0.7777777777777778	true
island views	4	island bures	4	0	4	4	0.0	0.4	0	0.6667	0.6666666666666667	true
annex building	2713	annex buliding	13	2700	13	2713	1822500.0	0.2	0	0.8571	1.0	true
go room	25	vi room	2	23	2	25	132.25	0.2	0	0.7143	0.8888888888888888	true
sea view	163963	sea bird	5	163958	5	163963	6.720556441E9	0.30000000000000004	0	0.625	0.6666666666666667	true
2 bedroom	99831	2 bderoom	1	99830	1	99831	2.491507225E9	0.2	0	0.7778	1.0	false
hip room	1084	top room	65	1019	65	1084	259590.25	0.2	0	0.75	0.8888888888888888	true
with view	13267	with bide	3	13264	3	13267	4.3983424E7	0.30000000000000004	0	0.6667	0.7777777777777778	true
ea view	1	sq view	45	44	1	45	484.0	0.2	0	0.7143	0.7777777777777778	false
select a	17	select q	2	15	2	17	56.25	0.1	0	0.875	0.8888888888888888	true
marina view	3716	madina view	2	3714	2	3716	3448449.0	0.1	0	0.9091	0.8888888888888888	true
pool vill	25	pool book	4	21	4	25	110.25	0.4	0	0.5556	0.7777777777777778	true
hill view	1846	gili view	1	1845	1	1846	851006.25	0.2	0	0.7778	0.8888888888888888	false
g room	30	t room	12	18	12	30	81.0	0.1	0	0.8333	0.8888888888888888	true
panoramic view	2972	panoranic view	2	2970	2	2972	2205225.0	0.1	0	0.9286	1.0	true
japaneses style	3	japanesse style	2	1	2	3	0.25	0.2	0	0.8667	1.0	true
private pool	18338	privare pool	2	18336	2	18338	8.4052224E7	0.1	0	0.9167	0.8888888888888888	true
river view	24356	eiger view	123	24233	123	24356	1.4680957225E8	0.2	0	0.8	0.7777777777777778	true
non water	11	hin water	2	9	2	11	20.25	0.2	0	0.7778	0.8888888888888888	true
mountaint view	7	mountaing view	2	5	2	7	6.25	0.1	0	0.9286	1.0	true
c tower	33	s tower	190	157	33	190	6162.25	0.1	0	0.8571	0.8888888888888888	true
g room	30	h room	5	25	5	30	156.25	0.1	0	0.8333	0.8888888888888888	true
c view	7	f view	1	6	1	7	9.0	0.1	0	0.8333	0.8888888888888888	false
ea view	1	dx view	6	5	1	6	6.25	0.2	0	0.7143	0.7777777777777778	false
lofted suite	3	porter suite	5	2	3	5	1.0	0.30000000000000004	0	0.75	0.6666666666666667	true
1 bedroom	203798	1 bedroon	3	203795	3	203798	1.038310050625E10	0.1	0	0.8889	1.0	true
2 beroom	1	2 bedoom	14	13	1	14	42.25	0.1	0	0.875	0.8888888888888888	false
de deluxe	1	rs deluxe	2	1	1	2	0.25	0.2	0	0.7778	0.7777777777777778	false
non view	192	jin view	5	187	5	192	8742.25	0.2	0	0.75	0.8888888888888888	true
ba view	6	ba gore	1	5	1	6	6.25	0.4	0	0.4286	0.7777777777777778	false
of house	9870	og house	2	9868	2	9870	2.4344356E7	0.1	0	0.875	0.8888888888888888	true
beach view	2501	beach bure	44	2457	44	2501	1509212.25	0.4	0	0.6	0.7777777777777778	true
o view	4	l view	2	2	2	4	1.0	0.1	0	0.8333	0.8888888888888888	true
sea view	163963	ada view	9	163954	9	163963	6.720228529E9	0.2	0	0.75	0.7777777777777778	true
fall view	136	rail view	4	132	4	136	4356.0	0.2	0	0.7778	0.8888888888888888	true
south building	59	court building	20	39	20	59	380.25	0.30000000000000004	0	0.7857	0.6666666666666667	true
pool view	54957	poll view	1	54956	1	54957	7.55040484E8	0.1	0	0.8889	1.0	false
japanes style	5	japanse style	29	24	5	29	144.0	0.2	0	0.8462	1.0	true
pool access	15227	pool acsess	1	15226	1	15227	5.7957769E7	0.1	0	0.9091	0.8888888888888888	false
with view	13267	with clea	2	13265	2	13267	4.399005625E7	0.30000000000000004	0	0.6667	0.7777777777777778	true
with bathroom	4187	dorm bathroom	2	4185	2	4187	4378556.25	0.4	0	0.6923	0.6666666666666667	true
1 bedroomed	7	1 bedroomss	1	6	1	7	9.0	0.2	0	0.8182	1.0	false
biz class	177	bus class	25	152	25	177	5776.0	0.2	0	0.7778	1.0	true
show and	6	smke and	2	4	2	6	4.0	0.30000000000000004	0	0.625	0.7777777777777778	true
out balcony	126	our balcony	1	125	1	126	3906.25	0.1	0	0.9091	0.8888888888888888	false
pool views	35	pool viewc	1	34	1	35	289.0	0.1	0	0.9	1.0	false
east building	147	east buliding	1	146	1	147	5329.0	0.2	0	0.8462	1.0	false
shared bathroom	42435	shared bahtroom	5	42430	5	42435	4.50076225E8	0.2	0	0.8667	1.0	true
mountain view	27517	mountain visa	4	27513	4	27517	1.8924129225E8	0.2	0	0.8462	0.8888888888888888	true
tight room	6	fifth room	12	6	6	12	9.0	0.4	0	0.6	0.7777777777777778	true
on balcony	20	kn balcony	3	17	3	20	72.25	0.1	0	0.9	0.8888888888888888	true
pool side	3621	pool xide	2	3619	2	3621	3274290.25	0.1	0	0.8889	0.8888888888888888	true
show and	6	duke and	4	2	4	6	1.0	0.4	0	0.5	0.7777777777777778	true
isl view	3	oak view	52	49	3	52	600.25	0.30000000000000004	0	0.625	0.7777777777777778	true
c view	7	s view	13	6	7	13	9.0	0.1	0	0.8333	0.8888888888888888	true
express suite	53	esperas suite	1	52	1	53	676.0	0.4	0	0.6923	1.0	false
de deluxe	1	vw deluxe	8	7	1	8	12.25	0.2	0	0.7778	0.8888888888888888	false
e tower	1	s tower	190	189	1	190	8930.25	0.1	0	0.8571	0.8888888888888888	false
1 beroom	11	1 bdroom	46	35	11	46	306.25	0.1	0	0.875	0.7777777777777778	true
a view	386	s view	13	373	13	386	34782.25	0.1	0	0.8333	0.8888888888888888	true
